year,country,origin,rsd_type,pending_sy,psy_unhcr,applied,convention_status,nonconvention_status,rejected,otherwise_closed,total_decisions,pending_ey,pey_unhcr
2008,Sweden,"Syrian Arab Rep.","G / FI",381,0,551,36,27,411,45,519,339,0
2008,Sweden,"Syrian Arab Rep.","G / AR",163,0,451,13,21,309,20,363,278,0
2008,Slovakia,"Syrian Arab Rep.","G / FI",1,0,7,0,1,3,3,7,0,0
2008,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","G / FI",0,0,5,0,0,1,4,5,0,0
2008,"Saudi Arabia","Syrian Arab Rep.","U / FI",10,0,0,9,0,1,0,10,0,0
2008,"Russian Federation","Syrian Arab Rep.","G / FI",0,0,18,0,0,14,0,14,4,4
2008,Romania,"Syrian Arab Rep.","G / FA",3,2,15,2,0,10,0,12,6,0
2008,Qatar,"Syrian Arab Rep.","U / FI",2,0,5,7,0,0,0,7,0,0
2008,Poland,"Syrian Arab Rep.","G / FI",3,0,8,0,0,2,2,4,4,0
2008,Poland,"Syrian Arab Rep.","G / AR",0,0,3,0,0,0,0,,0,0
2008,Peru,"Syrian Arab Rep.","G / FI",0,0,2,0,0,0,0,,2,2
2008,Oman,"Syrian Arab Rep.","U / FA",1,0,0,0,0,0,1,1,0,0
2008,"New Zealand","Syrian Arab Rep.","G / FI",1,0,2,1,0,0,0,1,2,0
2008,"New Zealand","Syrian Arab Rep.","G / AR",2,0,1,2,0,1,0,3,0,0
2008,Norway,"Syrian Arab Rep.","G / FI",42,0,115,5,9,35,26,75,88,0
2008,Norway,"Syrian Arab Rep.","G / AR",44,0,52,0,1,33,0,34,34,0
2008,Netherlands,"Syrian Arab Rep.","G / FI",0,0,48,4,5,62,0,71,0,0
2008,Malaysia,"Syrian Arab Rep.","U / FI",1,1,0,0,0,0,1,1,0,0
2008,Malta,"Syrian Arab Rep.","G / FI",0,0,1,0,0,1,0,1,0,0
2008,"Rep. of Moldova","Syrian Arab Rep.","G / FA",3,3,3,0,0,0,4,4,2,2
2008,Latvia,"Syrian Arab Rep.","G / FI",0,0,3,0,0,0,0,,3,0
2008,Lithuania,"Syrian Arab Rep.","G / FI",0,0,5,0,0,0,5,5,0,0
2008,Libya,"Syrian Arab Rep.","U / FI",9,0,5,1,0,1,0,2,12,0
2008,Lebanon,"Syrian Arab Rep.","U / FI",39,0,82,34,0,19,2,55,66,0
2008,Lebanon,"Syrian Arab Rep.","U / AR",3,0,5,1,0,7,0,8,0,0
2008,Kuwait,"Syrian Arab Rep.","U / FI",9,9,0,0,0,0,0,,9,9
2008,Kyrgyzstan,"Syrian Arab Rep.","U / FA",14,14,0,0,0,0,0,,14,14
2008,Jordan,"Syrian Arab Rep.","U / RA",0,0,1,0,0,1,0,1,0,0
2008,Jordan,"Syrian Arab Rep.","U / FI",60,60,139,21,0,5,62,88,111,111
2008,Jordan,"Syrian Arab Rep.","U / AR",8,8,6,0,0,1,0,1,13,13
2008,Italy,"Syrian Arab Rep.","G / FI",0,0,55,10,17,6,1,34,0,0
2008,Israel,"Syrian Arab Rep.","J / FI",2,2,0,0,0,0,0,,2,2
2008,Iceland,"Syrian Arab Rep.","G / FI",0,0,1,0,0,0,1,1,0,0
2008,Iceland,"Syrian Arab Rep.","G / AR",1,0,1,0,0,0,0,,2,0
2008,Iraq,"Syrian Arab Rep.","U / FI",976,976,90,0,0,0,54,54,1012,1012
2008,Ireland,"Syrian Arab Rep.","G / FI",0,0,17,1,0,7,8,16,4,0
2008,Ireland,"Syrian Arab Rep.","G / AR",13,0,4,1,0,3,1,5,12,0
2008,India,"Syrian Arab Rep.","U / FI",2,2,0,0,0,1,0,1,1,1
2008,Hungary,"Syrian Arab Rep.","G / FI",26,26,16,1,1,4,5,11,31,31
2008,Greece,"Syrian Arab Rep.","G / FI",392,0,808,0,0,1072,1,1073,127,0
2008,Greece,"Syrian Arab Rep.","G / AR",0,0,0,1,1,0,0,2,0,0
2008,"United Kingdom","Syrian Arab Rep.","G / FI",0,0,182,20,10,84,20,134,0,0
2008,"United Kingdom","Syrian Arab Rep.","G / AR",0,0,0,30,0,55,5,90,0,0
2008,France,"Syrian Arab Rep.","G / RA",0,0,3,0,0,0,0,,0,0
2008,France,"Syrian Arab Rep.","G / FI",0,0,32,19,1,24,0,44,0,0
2008,Finland,"Syrian Arab Rep.","G / FI",5,0,24,0,4,4,5,13,15,0
2008,Spain,"Syrian Arab Rep.","G / FI",0,0,97,13,1,69,46,129,0,0
2008,Egypt,"Syrian Arab Rep.","U / FI",13,13,0,5,0,0,0,5,8,8
2008,Egypt,"Syrian Arab Rep.","U / AR",2,2,0,0,0,0,0,,2,2
2008,Ecuador,"Syrian Arab Rep.","G / FA",1,1,0,0,0,1,0,1,0,0
2008,Algeria,"Syrian Arab Rep.","U / FA",1,0,0,0,0,0,1,1,0,0
2008,Denmark,"Syrian Arab Rep.","G / FI",38,0,105,43,13,6,0,62,30,0
2008,Denmark,"Syrian Arab Rep.","G / AR",5,0,0,2,1,6,0,9,0,0
2008,Germany,"Syrian Arab Rep.","G / RA",100,0,165,38,3,5,95,141,148,0
2008,Germany,"Syrian Arab Rep.","G / NA",279,0,775,68,6,280,122,476,587,0
2008,Germany,"Syrian Arab Rep.","G / JR",1035,0,0,0,0,0,0,,683,0
2008,"Czech Rep.","Syrian Arab Rep.","G / FI",11,11,36,2,2,4,7,15,32,32
2008,"Czech Rep.","Syrian Arab Rep.","G / AR",4,4,5,1,0,2,0,3,6,6
2008,Cyprus,"Syrian Arab Rep.","G / FI",1836,0,963,0,1,1042,1005,2048,751,0
2008,Cyprus,"Syrian Arab Rep.","G / AR",426,0,946,0,4,1012,97,1113,259,0
2008,China,"Syrian Arab Rep.","U / FI",0,0,2,0,0,1,0,1,1,0
2008,Switzerland,"Syrian Arab Rep.","G / FI",299,0,388,57,180,171,51,459,466,0
2008,Switzerland,"Syrian Arab Rep.","G / FA",150,0,0,0,0,0,0,,109,0
2008,Canada,"Syrian Arab Rep.","G / FI",88,0,70,16,0,4,5,25,133,0
2008,Brazil,"Syrian Arab Rep.","G / FI",1,1,0,0,0,0,0,,1,1
2008,"Bosnia and Herzegovina","Syrian Arab Rep.","G / FA",1,1,0,0,0,0,0,,1,1
2008,Bulgaria,"Syrian Arab Rep.","G / FI",0,0,20,1,0,14,1,16,4,0
2008,Belgium,"Syrian Arab Rep.","G / FI",0,0,281,82,0,157,7,246,0,0
2008,Austria,"Syrian Arab Rep.","G / FA",326,0,140,68,6,25,12,111,357,0
2008,Australia,"Syrian Arab Rep.","G / FI",2,0,16,2,0,7,0,9,9,0
2008,Australia,"Syrian Arab Rep.","G / AR",0,0,8,3,0,2,1,6,2,0
2008,Armenia,"Syrian Arab Rep.","G / FI",2,2,0,0,0,0,2,2,0,0
2008,"United Arab Emirates","Syrian Arab Rep.","U / FA",18,0,4,0,0,0,0,,22,0
2009,Yemen,"Syrian Arab Rep.","U / FA",44,44,13,17,0,1,1,19,38,38
2009,"United States of America","Syrian Arab Rep.","G / IN",13,0,17,11,0,0,14,25,7,0
2009,"United States of America","Syrian Arab Rep.","G / EO",60,0,24,15,0,12,44,71,60,0
2009,Ukraine,"Syrian Arab Rep.","U / FI",0,0,8,5,0,3,0,8,0,0
2009,Ukraine,"Syrian Arab Rep.","G / FI",28,5,29,5,0,16,10,31,26,22
2009,Ukraine,"Syrian Arab Rep.","G / AR",19,4,29,1,0,10,9,20,28,8
2009,Turkey,"Syrian Arab Rep.","U / RA",0,0,3,0,0,3,0,3,0,0
2009,Turkey,"Syrian Arab Rep.","U / FI",18,18,46,6,0,1,7,14,50,50
2009,Turkey,"Syrian Arab Rep.","U / AR",3,3,4,0,0,0,1,1,6,6
2009,Thailand,"Syrian Arab Rep.","U / FI",1,1,3,0,0,1,3,4,0,0
2009,Thailand,"Syrian Arab Rep.","U / AR",0,0,1,0,0,0,0,,1,1
2009,Sweden,"Syrian Arab Rep.","G / FI",339,0,587,16,19,399,55,489,333,0
2009,Sweden,"Syrian Arab Rep.","G / AR",278,0,354,2,13,363,45,423,261,0
2009,Slovakia,"Syrian Arab Rep.","G / FI",0,0,10,0,6,0,8,14,0,0
2009,"Saudi Arabia","Syrian Arab Rep.","U / FI",0,0,6,0,0,0,0,,6,0
2009,"Russian Federation","Syrian Arab Rep.","G / FI",4,4,6,1,1,5,0,7,3,3
2009,Romania,"Syrian Arab Rep.","G / FA",6,0,13,0,0,12,8,20,11,11
2009,Poland,"Syrian Arab Rep.","G / FI",10,0,7,0,0,12,6,18,3,0
2009,Poland,"Syrian Arab Rep.","G / AR",0,0,0,0,0,0,1,1,0,0
2009,Peru,"Syrian Arab Rep.","G / FI",2,0,0,0,0,2,0,2,0,0
2009,"New Zealand","Syrian Arab Rep.","G / FI",2,0,8,1,0,8,0,9,1,0
2009,"New Zealand","Syrian Arab Rep.","G / AR",0,0,9,1,0,0,7,8,1,0
2009,Norway,"Syrian Arab Rep.","G / FI",88,0,278,5,1,71,75,152,214,0
2009,Norway,"Syrian Arab Rep.","G / AR",34,0,116,0,0,64,2,66,83,0
2009,Netherlands,"Syrian Arab Rep.","G / FI",0,0,101,10,16,68,0,94,98,0
2009,Malaysia,"Syrian Arab Rep.","U / FA",0,0,2,0,0,0,1,1,1,1
2009,Malta,"Syrian Arab Rep.","G / FI",0,0,14,7,0,0,0,7,7,0
2009,"Rep. of Moldova","Syrian Arab Rep.","G / FA",2,2,4,0,0,3,1,4,2,2
2009,"China, Macao SAR","Syrian Arab Rep.","J / FI",4,4,0,0,0,0,0,,4,4
2009,Latvia,"Syrian Arab Rep.","G / FI",3,0,2,0,0,3,2,5,0,0
2009,Luxembourg,"Syrian Arab Rep.","G / FI",0,0,1,0,0,0,0,,0,0
2009,Lithuania,"Syrian Arab Rep.","G / FI",0,0,6,0,0,0,6,6,0,0
2009,Liechtenstein,"Syrian Arab Rep.","G / FI",0,0,5,0,0,0,5,5,0,0
2009,Libya,"Syrian Arab Rep.","U / FI",12,0,3,0,0,0,15,15,0,0
2009,Libya,"Syrian Arab Rep.","U / AR",0,0,8,0,0,0,0,,8,0
2009,Lebanon,"Syrian Arab Rep.","U / FI",66,0,84,22,0,41,3,66,84,0
2009,Lebanon,"Syrian Arab Rep.","U / AR",0,0,34,2,0,15,1,18,16,0
2009,Kuwait,"Syrian Arab Rep.","U / FI",9,9,4,0,0,0,0,,13,13
2009,Kyrgyzstan,"Syrian Arab Rep.","G / FI",0,0,1,0,0,1,0,1,0,0
2009,Kyrgyzstan,"Syrian Arab Rep.","U / AR",14,14,7,0,0,1,1,2,19,19
2009,Jordan,"Syrian Arab Rep.","U / FI",111,111,164,97,0,17,37,151,124,124
2009,Jordan,"Syrian Arab Rep.","U / AR",13,13,12,4,0,1,0,5,20,20
2009,Italy,"Syrian Arab Rep.","G / FI",0,0,120,54,26,21,0,101,0,0
2009,Israel,"Syrian Arab Rep.","U / FI",2,2,0,0,0,0,2,2,0,0
2009,Iceland,"Syrian Arab Rep.","G / FI",0,0,3,0,0,0,3,3,0,0
2009,Iceland,"Syrian Arab Rep.","G / AR",1,0,1,0,0,0,2,2,0,0
2009,Iraq,"Syrian Arab Rep.","U / FI",1012,1012,77,0,0,0,962,962,127,127
2009,"Iran (Islamic Rep. of)","Syrian Arab Rep.","U / FI",0,0,1,0,0,0,0,,1,1
2009,Ireland,"Syrian Arab Rep.","G / FI",4,0,3,0,0,4,2,6,1,0
2009,Ireland,"Syrian Arab Rep.","G / AR",11,0,5,0,0,7,4,11,5,0
2009,India,"Syrian Arab Rep.","U / FI",1,1,0,0,0,0,1,1,0,0
2009,Indonesia,"Syrian Arab Rep.","U / FI",0,0,3,0,0,2,0,2,1,1
2009,Indonesia,"Syrian Arab Rep.","U / AR",0,0,2,0,0,0,0,,2,2
2009,Hungary,"Syrian Arab Rep.","G / FA",31,31,19,0,1,9,37,47,3,3
2009,Greece,"Syrian Arab Rep.","G / FI",127,0,965,0,0,891,8,899,0,0
2009,"United Kingdom","Syrian Arab Rep.","G / FI",0,0,184,42,8,135,20,205,0,0
2009,"United Kingdom","Syrian Arab Rep.","G / AR",0,0,0,20,0,50,0,70,0,0
2009,France,"Syrian Arab Rep.","G / RA",0,0,4,2,0,0,0,2,0,0
2009,France,"Syrian Arab Rep.","G / FI",0,0,61,8,0,26,0,34,0,0
2009,Finland,"Syrian Arab Rep.","G / FI",15,0,36,0,2,8,9,19,31,0
2009,Estonia,"Syrian Arab Rep.","G / FI",0,0,5,0,0,5,0,5,0,0
2009,Spain,"Syrian Arab Rep.","G / FI",32,0,30,6,1,34,0,41,0,0
2009,Egypt,"Syrian Arab Rep.","U / FI",8,0,0,0,0,0,8,8,0,0
2009,Egypt,"Syrian Arab Rep.","U / AR",2,0,0,0,0,0,1,1,1,0
2009,Ecuador,"Syrian Arab Rep.","G / FA",1,1,0,0,0,0,0,,1,1
2009,Denmark,"Syrian Arab Rep.","G / FI",30,0,380,119,13,60,0,192,95,0
2009,Denmark,"Syrian Arab Rep.","G / AR",0,0,0,3,0,1,0,4,57,0
2009,Germany,"Syrian Arab Rep.","G / RA",148,0,356,39,10,6,201,256,266,0
2009,Germany,"Syrian Arab Rep.","G / NA",587,0,819,97,10,428,109,644,743,0
2009,Germany,"Syrian Arab Rep.","G / JR",683,0,0,0,0,0,0,,802,0
2009,"Czech Rep.","Syrian Arab Rep.","G / FI",31,31,54,0,0,20,18,38,47,47
2009,"Czech Rep.","Syrian Arab Rep.","G / AR",5,5,20,9,0,5,2,16,9,9
2009,Cyprus,"Syrian Arab Rep.","G / FI",751,0,224,0,7,415,392,814,161,0
2009,Cyprus,"Syrian Arab Rep.","G / AR",259,0,482,8,10,345,135,498,243,0
2009,China,"Syrian Arab Rep.","U / FA",1,0,1,0,0,1,0,1,1,0
2009,Switzerland,"Syrian Arab Rep.","G / FI",466,0,400,67,51,265,125,508,446,0
2009,Switzerland,"Syrian Arab Rep.","G / FA",109,0,0,0,0,0,0,,277,0
2009,Canada,"Syrian Arab Rep.","G / FI",134,0,84,13,0,9,13,35,183,0
2009,Belarus,"Syrian Arab Rep.","G / FI",0,0,1,0,0,0,1,1,0,0
2009,"Bosnia and Herzegovina","Syrian Arab Rep.","G / FA",1,1,1,0,0,0,0,,2,2
2009,Bulgaria,"Syrian Arab Rep.","G / FI",4,0,30,2,3,18,1,24,10,0
2009,Belgium,"Syrian Arab Rep.","G / FI",0,0,347,50,0,116,12,178,0,0
2009,Austria,"Syrian Arab Rep.","G / FA",357,0,279,51,2,80,11,144,495,0
2009,Australia,"Syrian Arab Rep.","G / FI",9,0,11,5,0,10,11,26,5,0
2009,Australia,"Syrian Arab Rep.","G / AR",2,0,4,3,0,1,0,4,2,0
2009,Argentina,"Syrian Arab Rep.","G / FI",1,0,0,0,0,1,0,1,0,0
2009,"United Arab Emirates","Syrian Arab Rep.","U / FA",22,0,4,0,0,0,1,1,25,0
2010,Yemen,"Syrian Arab Rep.","U / FA",38,38,8,12,0,0,0,12,34,34
2010,"United States of America","Syrian Arab Rep.","G / EO",60,0,22,13,0,17,41,71,0,0
2010,"United States of America","Syrian Arab Rep.","G / IN",9,0,36,14,0,1,20,35,10,0
2010,Ukraine,"Syrian Arab Rep.","G / AR",28,8,53,1,0,6,1,8,73,73
2010,Ukraine,"Syrian Arab Rep.","U / FI",0,0,1,0,0,0,0,,1,1
2010,Ukraine,"Syrian Arab Rep.","G / FI",26,22,29,0,0,25,8,33,22,22
2010,Turkey,"Syrian Arab Rep.","U / AR",6,6,20,4,0,1,6,11,15,15
2010,Turkey,"Syrian Arab Rep.","U / FI",50,50,37,3,0,26,8,37,50,50
2010,Thailand,"Syrian Arab Rep.","U / AR",1,1,0,0,0,1,0,1,0,0
2010,Thailand,"Syrian Arab Rep.","U / FI",0,0,1,0,0,0,0,,1,1
2010,Sweden,"Syrian Arab Rep.","G / JR",261,0,331,6,13,481,68,568,124,0
2010,Sweden,"Syrian Arab Rep.","G / FI",333,0,421,50,61,241,28,380,247,0
2010,Slovenia,"Syrian Arab Rep.","G / FI",0,0,4,0,0,0,4,4,0,0
2010,Slovakia,"Syrian Arab Rep.","G / FI",0,0,4,1,1,1,1,4,0,0
2010,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","G / FI",0,0,1,0,0,1,0,1,0,0
2010,"Saudi Arabia","Syrian Arab Rep.","U / FI",0,0,7,0,0,0,0,,7,7
2010,"Russian Federation","Syrian Arab Rep.","G / TA",2,2,3,0,0,3,0,3,2,2
2010,"Russian Federation","Syrian Arab Rep.","G / FI",1,1,3,0,0,3,0,3,1,1
2010,Romania,"Syrian Arab Rep.","G / FA",11,11,19,1,1,14,1,17,13,4
2010,Poland,"Syrian Arab Rep.","G / FI",3,0,8,0,0,0,0,,8,0
2010,"New Zealand","Syrian Arab Rep.","G / AR",2,0,2,1,0,1,0,2,2,0
2010,"New Zealand","Syrian Arab Rep.","G / FI",1,0,3,0,0,2,0,2,2,0
2010,Norway,"Syrian Arab Rep.","G / AR",83,0,189,0,4,139,8,151,108,0
2010,Norway,"Syrian Arab Rep.","G / FI",214,0,119,23,14,156,51,244,84,0
2010,Netherlands,"Syrian Arab Rep.","G / RA",0,0,24,0,0,0,0,,0,0
2010,Netherlands,"Syrian Arab Rep.","G / FI",98,0,125,10,36,93,0,139,133,0
2010,Netherlands,"Syrian Arab Rep.","G / JR",0,0,0,1,7,8,0,16,0,0
2010,Malaysia,"Syrian Arab Rep.","U / FI",1,1,5,0,0,0,1,1,5,5
2010,Mauritania,"Syrian Arab Rep.","J / FA",0,0,1,0,0,1,0,1,0,0
2010,Malta,"Syrian Arab Rep.","G / AR",0,0,2,0,0,0,0,,2,0
2010,Malta,"Syrian Arab Rep.","G / FI",7,0,12,14,1,3,0,18,1,0
2010,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.","G / FA",0,0,1,0,0,0,0,,1,1
2010,"Rep. of Moldova","Syrian Arab Rep.","G / FA",2,2,4,0,0,2,0,2,4,4
2010,"China, Macao SAR","Syrian Arab Rep.","G / AR",0,0,4,0,0,0,0,,4,4
2010,"China, Macao SAR","Syrian Arab Rep.","G / FI",4,4,0,0,0,4,0,4,0,0
2010,Luxembourg,"Syrian Arab Rep.","G / FI",0,0,19,0,0,0,2,2,15,0
2010,Liechtenstein,"Syrian Arab Rep.","G / FA",0,0,2,0,0,0,2,2,0,0
2010,Lebanon,"Syrian Arab Rep.","U / AR",16,16,43,0,0,38,7,45,14,14
2010,Lebanon,"Syrian Arab Rep.","U / FI",84,84,201,19,1,50,88,158,127,127
2010,Kuwait,"Syrian Arab Rep.","U / FI",13,13,7,4,0,3,0,7,13,13
2010,Kyrgyzstan,"Syrian Arab Rep.","U / FA",19,19,0,7,0,1,0,8,11,11
2010,Kyrgyzstan,"Syrian Arab Rep.","G / FI",0,0,1,0,0,0,0,,1,1
2010,Jordan,"Syrian Arab Rep.","U / RA",0,0,23,0,0,0,11,11,12,12
2010,Jordan,"Syrian Arab Rep.","U / AR",20,20,39,6,0,19,0,25,34,34
2010,Jordan,"Syrian Arab Rep.","U / FI",124,124,245,68,0,38,22,128,241,241
2010,Italy,"Syrian Arab Rep.","G / FI",0,0,48,23,1,29,0,53,29,0
2010,Iceland,"Syrian Arab Rep.","G / FI",0,0,2,0,0,0,0,,2,0
2010,Iraq,"Syrian Arab Rep.","U / FI",127,127,841,0,0,0,0,,968,968
2010,"Iran (Islamic Rep. of)","Syrian Arab Rep.","U / FI",1,1,0,0,0,0,0,,1,1
2010,Ireland,"Syrian Arab Rep.","G / SP",10,0,1,0,0,1,0,1,10,0
2010,Ireland,"Syrian Arab Rep.","G / AR",5,0,1,1,0,4,1,6,0,0
2010,Ireland,"Syrian Arab Rep.","G / FI",1,0,2,0,0,1,2,3,0,0
2010,Indonesia,"Syrian Arab Rep.","U / FA",3,3,0,0,0,1,2,3,0,0
2010,Hungary,"Syrian Arab Rep.","G / FI",3,3,23,2,0,9,7,18,8,8
2010,Croatia,"Syrian Arab Rep.","G / FI",0,0,4,0,0,0,0,,4,4
2010,Greece,"Syrian Arab Rep.","G / AR",2084,0,133,0,0,0,0,,2217,0
2010,Greece,"Syrian Arab Rep.","G / FI",0,0,167,0,2,99,28,129,0,0
2010,"United Kingdom","Syrian Arab Rep.","G / RA",0,0,6,0,0,2,3,5,0,0
2010,"United Kingdom","Syrian Arab Rep.","G / FI",0,0,160,36,4,135,31,206,0,0
2010,France,"Syrian Arab Rep.","G / RA",0,0,3,11,0,0,0,11,0,0
2010,France,"Syrian Arab Rep.","G / FI",0,0,192,27,0,85,0,112,0,0
2010,Finland,"Syrian Arab Rep.","G / FI",31,0,41,1,6,12,16,35,23,0
2010,Spain,"Syrian Arab Rep.","G / FI",0,0,19,2,0,21,2,25,12,0
2010,Egypt,"Syrian Arab Rep.","U / AR",1,0,0,0,0,0,0,,1,0
2010,Egypt,"Syrian Arab Rep.","U / FI",0,0,1,0,0,0,0,,1,0
2010,Ecuador,"Syrian Arab Rep.","G / FA",1,1,1,0,0,0,0,,2,2
2010,"Dominican Rep.","Syrian Arab Rep.","G / FI",1,1,0,0,0,0,0,,1,1
2010,Denmark,"Syrian Arab Rep.","G / AR",57,0,0,32,11,63,0,106,155,0
2010,Denmark,"Syrian Arab Rep.","G / FI",95,0,821,327,11,250,0,588,328,0
2010,Germany,"Syrian Arab Rep.","G / JR",802,0,0,0,0,0,0,,1690,0
2010,Germany,"Syrian Arab Rep.","G / RA",266,0,546,90,26,18,484,618,207,0
2010,Germany,"Syrian Arab Rep.","G / NA",743,0,1490,230,24,1066,119,1439,793,0
2010,"Czech Rep.","Syrian Arab Rep.","G / AR",9,0,29,1,0,15,2,18,20,0
2010,"Czech Rep.","Syrian Arab Rep.","G / FI",47,0,17,6,2,24,16,48,16,0
2010,Cyprus,"Syrian Arab Rep.","U / FI",0,0,3,0,0,0,3,3,0,0
2010,Cyprus,"Syrian Arab Rep.","G / AR",243,0,233,0,16,203,104,323,153,0
2010,Cyprus,"Syrian Arab Rep.","G / FI",161,0,144,0,14,202,0,216,89,0
2010,China,"Syrian Arab Rep.","U / FA",1,0,0,0,0,1,0,1,0,0
2010,Switzerland,"Syrian Arab Rep.","G / RA",0,0,82,0,0,0,0,,0,0
2010,Switzerland,"Syrian Arab Rep.","G / TP",277,0,0,0,7,0,0,7,371,0
2010,Switzerland,"Syrian Arab Rep.","G / FI",446,0,387,46,49,239,157,491,488,0
2010,Canada,"Syrian Arab Rep.","G / FI",183,0,126,56,0,26,6,88,221,0
2010,Brazil,"Syrian Arab Rep.","G / FI",0,0,1,0,0,1,0,1,0,0
2010,"Bolivia (Plurinational State of)","Syrian Arab Rep.","G / FI",0,0,2,0,0,0,0,,2,2
2010,"Bosnia and Herzegovina","Syrian Arab Rep.","G / FA",2,2,1,0,0,1,0,1,2,2
2010,Bulgaria,"Syrian Arab Rep.","G / FI",10,0,52,0,5,19,8,32,30,0
2010,Belgium,"Syrian Arab Rep.","G / RA",0,0,101,0,0,0,0,,0,0
2010,Belgium,"Syrian Arab Rep.","G / FI",0,0,374,98,0,150,8,256,0,0
2010,Austria,"Syrian Arab Rep.","G / FA",495,0,194,117,4,86,25,232,471,0
2010,Australia,"Syrian Arab Rep.","G / AR",2,0,5,2,0,2,1,5,2,0
2010,Australia,"Syrian Arab Rep.","G / FI",5,0,22,4,0,6,0,10,16,0
2010,Armenia,"Syrian Arab Rep.","G / FI",0,0,2,0,0,2,0,2,0,0
2010,"United Arab Emirates","Syrian Arab Rep.","U / FA",25,25,5,13,0,4,4,21,9,9
2011,Yemen,"Syrian Arab Rep.","U / FA",34,34,17,4,0,0,23,27,24,24
2011,"United States of America","Syrian Arab Rep.","G / IN",10,0,206,61,0,10,52,123,112,0
2011,"United States of America","Syrian Arab Rep.","G / EO",0,0,57,16,0,19,30,65,0,0
2011,Ukraine,"Syrian Arab Rep.","U / FI",1,1,7,0,0,8,0,8,0,0
2011,Ukraine,"Syrian Arab Rep.","G / JR",73,73,67,2,0,9,4,15,125,125
2011,Ukraine,"Syrian Arab Rep.","G / FA",22,22,55,1,0,13,12,26,51,51
2011,Turkey,"Syrian Arab Rep.","U / RA",0,0,7,1,0,0,6,7,0,0
2011,Turkey,"Syrian Arab Rep.","U / FI",50,50,188,13,0,5,30,48,190,190
2011,Turkey,"Syrian Arab Rep.","U / AR",15,15,13,0,0,0,13,13,15,15
2011,Tunisia,"Syrian Arab Rep.","U / FA",0,0,5,5,0,0,0,5,0,0
2011,Thailand,"Syrian Arab Rep.","U / FI",1,1,9,0,0,1,1,2,8,8
2011,Togo,"Syrian Arab Rep.","G / FI",0,0,1,1,0,0,0,1,0,0
2011,Chad,"Syrian Arab Rep.","J / FI",0,0,2,2,0,0,0,2,0,0
2011,Sweden,"Syrian Arab Rep.","G / FI",247,0,640,91,57,334,16,498,287,0
2011,Sweden,"Syrian Arab Rep.","G / AR",124,0,350,12,16,389,39,456,198,0
2011,Slovenia,"Syrian Arab Rep.","G / FI",0,0,11,0,0,1,4,5,6,0
2011,Slovakia,"Syrian Arab Rep.","G / FI",0,0,10,1,0,1,6,8,0,0
2011,"Serbia and Kosovo (S/RES/1244 (1999))","Syrian Arab Rep.","G / FI",0,0,13,0,0,0,13,13,0,0
2011,"Saudi Arabia","Syrian Arab Rep.","U / FI",7,7,5,0,0,0,0,,12,12
2011,"Russian Federation","Syrian Arab Rep.","G / TA",2,2,13,2,0,0,9,11,4,4
2011,"Russian Federation","Syrian Arab Rep.","G / FI",1,1,31,0,0,0,24,24,8,8
2011,Romania,"Syrian Arab Rep.","G / FA",13,4,44,1,0,24,5,30,27,17
2011,Poland,"Syrian Arab Rep.","G / RA",0,0,1,0,0,0,0,,0,0
2011,Poland,"Syrian Arab Rep.","G / FI",8,0,11,0,2,0,9,11,10,0
2011,Poland,"Syrian Arab Rep.","G / AR",0,0,0,0,2,0,0,2,0,0
2011,Philippines,"Syrian Arab Rep.","G / FI",0,0,2,0,0,0,0,,2,0
2011,Panama,"Syrian Arab Rep.","G / FI",0,0,2,0,0,0,0,,2,0
2011,Pakistan,"Syrian Arab Rep.","U / FA",0,0,2,0,0,0,0,,2,2
2011,Oman,"Syrian Arab Rep.","U / FI",0,0,4,0,0,0,0,,4,4
2011,"New Zealand","Syrian Arab Rep.","G / FI",1,0,2,0,0,1,0,1,2,0
2011,"New Zealand","Syrian Arab Rep.","G / AR",2,0,1,0,0,3,0,3,0,0
2011,Norway,"Syrian Arab Rep.","G / FI",84,0,198,3,5,52,51,111,179,0
2011,Norway,"Syrian Arab Rep.","G / AR",108,0,158,0,0,113,7,120,157,0
2011,Netherlands,"Syrian Arab Rep.","G / RA",0,0,30,0,0,0,0,,0,0
2011,Netherlands,"Syrian Arab Rep.","G / FI",133,0,168,7,16,63,0,86,231,0
2011,Netherlands,"Syrian Arab Rep.","G / JR",0,0,0,1,1,4,0,6,0,0
2011,Malaysia,"Syrian Arab Rep.","U / FI",5,5,14,4,0,0,7,11,8,8
2011,Montenegro,"Syrian Arab Rep.","G / FA",0,0,1,0,0,1,0,1,0,0
2011,Malta,"Syrian Arab Rep.","G / FI",1,0,122,2,45,0,4,51,72,0
2011,Malta,"Syrian Arab Rep.","G / AR",0,0,2,0,0,3,0,3,0,0
2011,"The former Yugoslav Republic of Macedonia","Syrian Arab Rep.","G / FA",0,0,2,0,0,0,2,2,0,0
2011,"Rep. of Moldova","Syrian Arab Rep.","G / FA",4,4,13,2,1,4,0,7,10,10
2011,Morocco,"Syrian Arab Rep.","U / FI",0,0,5,0,0,0,0,,5,5
2011,"China, Macao SAR","Syrian Arab Rep.","G / FI",0,0,4,0,0,0,0,,4,4
